vehicle_model,mileage,maintenance_history,reported_issues,vehicle_age,fuel_type,transmission_type,engine_size,odometer_reading,last_service_date,warranty_expiry_date,owner_type,insurance_premium,service_history,accident_history,fuel_efficiency,tire_condition,brake_condition,battery_status,need_maintenance
Bus,68404,Poor,1,5,Electric,Automatic,2500,119373,2024-01-31,2025-04-17,First,20381,9,2,17.96729976,New,Worn Out,New,1
Car,40939,Good,5,2,Electric,Manual,1500,7548,2024-02-15,2025-02-28,Second,7880,4,1,10.74905399,New,New,New,1
Truck,31659,Average,1,9,Petrol,Automatic,2000,133969,2023-08-20,2024-12-04,First,24292,7,1,19.59120906,Worn Out,New,Good,0
Car,38169,Good,2,7,Diesel,Automatic,800,142818,2023-04-24,2025-07-01,First,19247,1,2,11.12362315,Worn Out,New,New,0
Motorcycle,50068,Average,4,5,Petrol,Automatic,1000,19079,2023-11-08,2025-02-23,First,11558,2,3,13.08083203,Good,Good,New,1
Bus,53580,Average,4,6,Electric,Automatic,2500,120453,2023-04-24,2024-12-04,Second,23763,10,3,13.12318105,Good,New,Weak,1
Van,39600,Good,5,1,Diesel,Manual,1500,127459,2024-02-21,2026-02-23,Second,24195,3,0,11.49312849,Worn Out,Good,New,1
Truck,52356,Average,3,1,Diesel,Automatic,2000,113127,2023-05-15,2025-02-17,First,11427,9,1,12.11153878,New,Worn Out,Good,1
Motorcycle,70959,Poor,2,6,Electric,Manual,800,107606,2023-05-26,2025-06-11,Third,5366,6,1,11.52723666,Worn Out,Good,New,1
Car,53164,Poor,3,7,Electric,Automatic,1000,120283,2023-04-20,2025-05-13,First,26281,6,1,14.23548758,New,Worn Out,New,1
Suv,33819,Good,3,4,Diesel,Automatic,1500,100215,2023-08-15,2026-02-19,First,5171,10,2,18.47838725,New,New,Weak,1
Suv,43048,Average,4,3,Diesel,Manual,2500,78538,2023-06-19,2024-08-08,First,13822,6,2,11.77460309,Good,New,New,1
Bus,40531,Good,3,2,Electric,Manual,1500,67927,2024-02-12,2025-12-22,Third,17114,7,0,11.71747555,Worn Out,New,Good,0
Bus,40640,Average,0,9,Petrol,Automatic,1500,145397,2023-09-28,2025-07-31,Second,16005,4,0,10.50408636,New,Worn Out,Good,1
Bus,52101,Average,0,4,Petrol,Automatic,1000,124333,2023-07-05,2024-10-16,Third,15015,6,2,16.92972741,New,Worn Out,Weak,1
Truck,33552,Good,3,7,Diesel,Automatic,800,102217,2023-12-29,2025-02-12,First,12861,10,1,14.06478764,New,Worn Out,New,1
Suv,34133,Good,1,4,Petrol,Manual,1000,134856,2024-01-20,2025-10-06,Third,24392,6,0,18.49539684,Good,Worn Out,Good,1
Car,35029,Good,0,4,Electric,Manual,1500,111073,2023-05-11,2024-07-06,First,9485,6,1,11.02129344,New,Good,Good,0
Suv,39570,Good,5,9,Petrol,Manual,2500,30709,2023-12-29,2024-11-27,Second,9278,7,2,12.08151025,New,New,New,1
Van,47744,Poor,4,6,Petrol,Manual,1000,35099,2023-06-20,2025-01-15,Second,26551,5,1,15.93505334,Worn Out,Good,Good,1
Suv,70462,Poor,2,8,Electric,Automatic,1000,18022,2023-11-11,2024-10-09,First,24616,2,3,19.25514636,Good,New,New,1
Truck,71582,Poor,5,8,Electric,Automatic,800,127887,2023-10-14,2025-01-21,First,7107,3,1,18.36689266,Worn Out,New,New,1
Bus,58475,Poor,5,2,Diesel,Manual,800,15568,2023-06-28,2025-11-08,Second,6331,4,0,10.82112073,Good,Good,Good,1
Motorcycle,35592,Poor,2,10,Electric,Automatic,2000,119143,2023-07-30,2026-03-26,Second,14000,10,2,14.83875857,New,Good,Good,1
Truck,57758,Average,5,5,Diesel,Automatic,2500,69316,2023-06-04,2026-03-09,Second,14932,9,1,19.24234838,Good,Worn Out,Good,1
Bus,36754,Good,3,4,Electric,Manual,1500,54823,2023-07-19,2025-01-16,Third,18253,5,2,11.09979943,Good,Worn Out,New,1
Truck,56950,Good,3,4,Petrol,Manual,2000,95374,2023-07-03,2025-05-13,First,14855,1,2,15.07324254,Worn Out,Good,New,0
Suv,59745,Good,3,4,Diesel,Manual,2500,145905,2023-09-22,2025-07-14,Second,15219,4,1,12.30163917,Good,New,Weak,1
Suv,70652,Average,1,1,Electric,Automatic,800,105709,2023-08-11,2025-07-24,Third,16800,3,0,16.31294196,New,Worn Out,New,1
Suv,79619,Average,2,5,Diesel,Manual,800,88078,2024-02-11,2025-01-21,Third,10876,7,3,17.80042944,New,New,Weak,1
Suv,61415,Poor,3,8,Electric,Automatic,1500,65946,2023-04-29,2024-11-14,First,22433,9,3,15.5141312,Worn Out,Worn Out,Good,1
Suv,76726,Poor,2,1,Petrol,Automatic,2500,82285,2023-08-31,2026-01-02,Third,27443,9,2,14.54357716,Worn Out,New,Weak,1
Suv,65986,Good,4,2,Diesel,Manual,2500,1034,2023-08-25,2026-03-08,Third,25821,1,0,18.87294031,New,Good,New,1
Van,75905,Average,5,2,Diesel,Manual,1000,68181,2024-02-12,2025-04-08,First,17611,3,1,13.00832907,Good,Good,Weak,1
Motorcycle,42653,Good,5,5,Electric,Automatic,2000,136763,2023-09-08,2024-06-27,Third,8008,10,3,18.92237974,Worn Out,Good,Good,1
Car,64351,Average,3,1,Electric,Automatic,1500,116674,2023-05-17,2025-01-26,Second,20981,9,1,12.13744888,New,Worn Out,Good,1
Bus,59863,Good,5,3,Diesel,Manual,2500,97338,2023-07-29,2024-05-24,Second,29512,10,2,18.18157865,Good,Good,Weak,1
Truck,67323,Average,5,6,Electric,Manual,2000,112370,2023-12-13,2024-10-19,Second,22134,7,2,16.96028401,Good,Worn Out,New,1
Car,69422,Average,2,9,Petrol,Manual,800,20950,2023-05-29,2024-09-16,First,17414,1,2,11.4018546,New,New,New,0
Suv,55519,Poor,3,8,Electric,Automatic,2500,79716,2023-04-21,2025-07-25,Third,21206,2,1,11.75399984,Good,Worn Out,Weak,1
Motorcycle,33147,Average,1,7,Electric,Automatic,2500,106077,2023-11-13,2025-09-28,Third,11973,10,0,13.88955094,Worn Out,Good,Weak,1
Truck,33432,Average,0,5,Petrol,Automatic,800,131108,2023-10-16,2025-06-19,Second,14709,6,0,13.04923934,Worn Out,Good,Good,0
Car,62766,Average,1,8,Petrol,Automatic,1500,101554,2023-05-29,2024-12-17,First,15838,3,2,13.78375298,Worn Out,Good,New,0
Van,61556,Poor,2,3,Petrol,Manual,2500,145441,2023-07-13,2025-11-23,Second,12124,7,1,12.25961132,New,Good,Good,1
Bus,79629,Poor,4,10,Electric,Manual,800,2190,2023-05-23,2025-10-19,Second,10460,4,1,18.66449474,New,New,New,1
Bus,36055,Poor,3,4,Electric,Manual,2500,130060,2023-07-23,2025-09-13,First,23454,10,0,13.53618946,New,Worn Out,New,1
Bus,39755,Good,0,5,Diesel,Automatic,2500,73592,2023-11-28,2024-05-10,First,23178,6,3,11.70332091,New,Good,Weak,1
Van,54487,Poor,1,4,Petrol,Automatic,1000,115763,2023-06-15,2025-05-06,First,12256,8,1,17.99492986,New,New,Weak,1
Bus,38420,Poor,5,5,Electric,Manual,1500,131619,2024-01-16,2025-05-27,Third,19714,8,3,14.22400381,Worn Out,Good,Weak,1
Suv,53558,Average,1,10,Petrol,Manual,2500,146601,2024-02-18,2025-05-04,Third,15205,5,2,14.72577603,Worn Out,New,New,0
Bus,36887,Average,5,4,Diesel,Manual,2000,46245,2023-08-28,2024-05-16,Third,25104,3,1,19.50973992,Good,Worn Out,Weak,1
Truck,30285,Good,5,10,Diesel,Manual,2500,2494,2024-01-06,2024-09-30,First,18282,6,2,14.98588226,New,New,Good,1
Van,32679,Average,5,2,Petrol,Automatic,2500,2783,2023-07-31,2025-03-31,First,11902,8,1,14.39777866,New,Good,New,1
Motorcycle,31229,Poor,0,9,Diesel,Automatic,2000,33679,2023-05-02,2025-05-02,Third,7755,7,0,18.25818046,Worn Out,Good,Weak,1
Motorcycle,75265,Poor,1,8,Electric,Automatic,2500,40430,2023-11-02,2024-11-22,Third,20741,10,2,12.25140221,New,New,New,1
Truck,54843,Average,2,9,Petrol,Automatic,800,109875,2023-12-04,2026-02-09,Second,19115,7,1,18.90132896,Worn Out,New,Weak,1
Bus,39374,Poor,1,7,Petrol,Manual,1500,25247,2023-08-24,2025-09-11,First,5140,5,3,12.58463854,Worn Out,Worn Out,Weak,1
Suv,47029,Good,2,3,Petrol,Automatic,1500,138746,2023-05-24,2026-03-11,First,5919,2,3,15.16640062,Good,Good,New,0
Truck,74436,Good,1,6,Electric,Manual,1000,22899,2023-04-28,2025-09-18,Third,15664,3,2,15.28327272,Worn Out,New,Weak,1
Motorcycle,55617,Average,2,10,Petrol,Manual,2000,32479,2023-05-18,2024-07-08,Second,5711,2,3,12.68946834,Worn Out,New,Good,0
Truck,56581,Average,2,1,Petrol,Manual,800,91026,2023-11-21,2026-02-20,First,17695,8,0,13.37250443,Worn Out,Worn Out,Weak,1
Truck,73963,Poor,1,1,Diesel,Automatic,2000,73663,2023-11-23,2025-06-02,First,27754,10,2,14.91775278,Worn Out,New,New,1
Car,47320,Average,5,1,Electric,Automatic,1000,82886,2023-12-22,2025-04-10,Third,7632,10,3,16.67635794,Worn Out,Worn Out,Weak,1
Truck,60042,Good,0,9,Diesel,Automatic,800,63859,2023-12-09,2025-04-18,Third,21197,5,1,12.98763415,Worn Out,Good,Weak,1
Suv,78075,Good,2,1,Electric,Manual,2000,124274,2023-11-29,2025-05-31,Second,26694,9,0,16.06783734,Worn Out,New,Weak,1
Van,37512,Poor,1,4,Diesel,Manual,800,121821,2023-09-04,2025-08-21,First,23614,2,1,10.73286718,Good,New,Good,0
Van,37835,Good,3,2,Electric,Manual,2000,35178,2023-06-17,2025-03-13,First,7983,2,2,19.14843069,Good,Worn Out,Weak,1
Car,54633,Poor,5,5,Electric,Manual,800,129279,2023-10-14,2024-12-29,Second,26543,8,1,18.17767548,Worn Out,New,New,1
Bus,46986,Average,5,1,Electric,Automatic,2000,56486,2023-06-29,2026-01-13,Third,11952,9,2,13.70491847,Good,New,Weak,1
Car,54976,Average,3,2,Diesel,Automatic,800,117888,2023-11-12,2024-08-17,First,29594,7,0,10.04377241,New,Worn Out,Weak,1
Truck,31448,Average,5,4,Electric,Automatic,1500,50817,2023-12-24,2024-11-28,First,23532,8,0,19.59897006,Worn Out,Good,Weak,1
Bus,66556,Average,5,8,Petrol,Manual,800,136823,2023-09-09,2025-06-07,Second,13183,3,3,15.80952528,New,New,Good,1
Car,52820,Poor,5,9,Diesel,Manual,1500,92470,2023-06-12,2026-02-20,Second,5168,8,0,11.6145051,Worn Out,Good,New,1
Van,37177,Good,4,4,Electric,Automatic,800,37077,2024-02-25,2024-07-28,Third,18360,6,1,16.75448755,New,Worn Out,Weak,1
Car,79404,Average,1,4,Diesel,Manual,800,73397,2023-10-27,2024-08-08,Third,8146,5,0,12.04129842,New,New,New,0
Suv,75182,Good,2,7,Petrol,Automatic,2000,106327,2023-04-04,2026-01-09,Second,10265,10,1,11.01759202,New,Worn Out,Good,1
Truck,49705,Good,0,9,Diesel,Manual,2500,108747,2023-09-20,2025-03-09,Third,17934,1,2,16.68973414,New,Worn Out,Good,1
Car,34148,Good,2,4,Diesel,Automatic,2000,95256,2023-05-20,2025-04-08,First,27199,5,3,15.29347174,Good,Worn Out,Good,1
Suv,50923,Average,2,8,Electric,Manual,1500,81931,2023-06-17,2025-12-26,First,17240,3,3,11.37324045,Worn Out,Good,New,0
Van,67416,Good,5,7,Diesel,Manual,1000,146769,2023-11-24,2024-12-10,Third,16269,3,2,13.27054277,New,New,New,1
Car,34201,Poor,0,9,Petrol,Automatic,2000,146073,2024-01-17,2025-04-08,Second,18302,4,0,12.75333136,Good,Good,Good,0
Truck,64411,Poor,5,1,Petrol,Manual,2000,67107,2023-12-16,2024-10-19,First,14588,5,0,18.70771777,Good,Good,Good,1
Bus,79492,Good,1,10,Diesel,Automatic,800,64491,2023-04-05,2025-04-04,Second,7483,4,1,10.6976796,Worn Out,Good,New,0
Van,54509,Average,2,2,Diesel,Manual,1500,61948,2023-10-24,2024-09-08,Second,10626,3,2,19.91653364,Worn Out,Good,Good,0
Motorcycle,76515,Good,2,7,Electric,Manual,800,122730,2023-12-13,2025-10-06,First,8866,4,1,17.68154365,Worn Out,New,Good,0
Truck,64528,Good,1,9,Electric,Manual,800,34866,2023-10-06,2024-07-28,Third,14169,7,2,17.98638405,Worn Out,New,New,0
Van,71552,Average,4,2,Diesel,Manual,1000,143569,2023-08-24,2025-12-12,First,26218,8,3,19.79385691,Worn Out,Worn Out,Good,1
Bus,55487,Good,3,5,Petrol,Automatic,1000,112969,2023-08-24,2024-10-02,Third,21627,4,2,16.24079795,Worn Out,New,Weak,1
Car,47414,Poor,2,8,Electric,Automatic,800,141433,2024-02-16,2026-02-21,Third,25123,6,0,19.17626321,New,Worn Out,New,1
Suv,66359,Good,4,8,Electric,Automatic,1000,28394,2023-08-03,2025-01-15,Third,28325,8,0,19.77370371,Good,Worn Out,Good,1
Car,61175,Good,5,9,Diesel,Automatic,1500,41700,2023-07-26,2025-03-31,Third,19426,4,3,14.95728946,Good,Good,Good,1
Suv,77309,Good,2,4,Diesel,Manual,2000,10035,2024-01-25,2025-04-10,Second,14448,6,3,16.80292911,Worn Out,Good,Good,0
Motorcycle,33372,Average,2,6,Diesel,Automatic,1500,134865,2023-09-28,2025-06-20,Third,19197,10,3,10.67592535,Worn Out,Worn Out,Weak,1
Car,37461,Average,1,2,Diesel,Automatic,1000,95222,2023-10-25,2025-08-18,Third,22268,3,0,11.83735815,Worn Out,Worn Out,Good,1
Motorcycle,31123,Good,1,6,Petrol,Automatic,1500,80112,2023-04-09,2024-10-31,Third,11024,9,2,19.77605499,Worn Out,Good,Good,1
Bus,52563,Poor,1,7,Diesel,Automatic,2500,66805,2023-11-14,2025-09-12,Third,11365,6,1,17.76026794,Worn Out,Worn Out,Weak,1
Car,56013,Good,2,6,Petrol,Automatic,2000,78286,2023-11-16,2025-06-02,Second,12696,5,0,17.87646552,Good,New,New,0
Truck,52833,Poor,4,4,Electric,Manual,1000,49615,2024-01-28,2024-05-08,Third,21618,4,0,18.3362441,New,New,Good,1
Motorcycle,30513,Poor,2,1,Petrol,Manual,2500,136179,2023-07-11,2025-07-07,Second,24630,6,1,16.33162305,Good,New,New,1
Car,66054,Average,1,5,Electric,Manual,1500,79829,2024-01-01,2025-05-12,Second,27959,6,0,10.63711995,Good,New,Good,0
Truck,77874,Poor,3,10,Petrol,Automatic,800,86756,2023-09-14,2024-11-21,Third,27368,1,2,14.10794841,Good,Worn Out,Good,1
Truck,43936,Good,5,4,Diesel,Automatic,1500,127537,2023-11-19,2025-10-29,Second,7396,8,3,19.81352917,New,Good,Good,1
Motorcycle,44920,Poor,4,4,Diesel,Automatic,2500,38275,2023-07-16,2025-10-16,Third,6499,10,0,11.95382975,Worn Out,Worn Out,Weak,1
Van,34081,Average,3,8,Electric,Automatic,1500,134282,2023-11-28,2025-03-06,Second,11367,3,0,13.74087221,Worn Out,Worn Out,New,1
Motorcycle,56818,Poor,3,6,Electric,Manual,800,130442,2023-06-29,2025-01-18,Third,17385,2,0,18.4037727,Worn Out,Worn Out,Weak,1
Suv,44311,Good,1,5,Petrol,Manual,800,6856,2023-08-24,2024-05-26,Third,22766,10,3,10.58735543,Good,New,New,1
Truck,55700,Good,3,2,Electric,Manual,2000,85686,2023-10-05,2025-12-20,Third,19010,10,0,11.10357711,Good,Good,Weak,1
Truck,43160,Average,4,1,Diesel,Automatic,2000,58178,2023-09-26,2025-01-19,Third,26982,4,0,15.20666242,Good,Worn Out,Good,1
Suv,51051,Good,2,2,Diesel,Manual,800,66877,2023-12-26,2025-07-30,Second,21068,6,1,11.88164557,Worn Out,New,Weak,1
Car,51867,Average,5,4,Petrol,Manual,1500,120817,2023-08-14,2024-12-01,First,22589,9,0,14.52537661,Worn Out,New,Weak,1
Bus,50350,Good,1,10,Electric,Automatic,2500,16352,2023-05-04,2025-11-21,Second,28310,2,1,14.22353868,Worn Out,Worn Out,Good,1
Truck,54917,Poor,5,1,Electric,Manual,2000,103198,2024-02-18,2025-06-04,Third,24843,7,2,11.74839022,Worn Out,Worn Out,Good,1
Car,32512,Good,4,1,Electric,Manual,1500,59511,2024-02-05,2025-08-12,Third,23210,1,3,12.58728861,Good,Worn Out,Good,1
Suv,73664,Average,3,10,Diesel,Automatic,2500,37873,2024-01-01,2025-06-30,First,29053,2,2,18.76730804,Good,Worn Out,Weak,1
Bus,48085,Poor,3,10,Diesel,Automatic,1500,111737,2023-05-07,2025-06-06,Second,25164,4,1,16.97507373,New,Good,New,1
Bus,73695,Average,4,9,Petrol,Automatic,2500,89173,2023-11-27,2025-03-01,Third,17316,5,0,12.41015147,Worn Out,Worn Out,Good,1
Suv,54325,Average,1,3,Diesel,Manual,2500,31722,2023-04-11,2024-09-24,First,27907,1,2,14.89414725,Worn Out,Worn Out,Good,1
Motorcycle,40806,Average,5,4,Diesel,Automatic,2500,5173,2023-05-13,2024-05-05,First,13628,4,0,12.01258425,New,Worn Out,Weak,1
Suv,45468,Average,1,1,Diesel,Automatic,2000,43196,2023-04-27,2024-07-31,First,26429,3,2,16.93324485,Good,Good,Weak,1
Suv,53908,Good,3,3,Petrol,Automatic,800,21185,2024-01-20,2026-02-07,Third,12331,5,0,18.04097873,Worn Out,Worn Out,New,1
Motorcycle,36603,Poor,5,10,Electric,Automatic,2500,69095,2023-09-26,2024-08-17,Second,25359,3,3,19.4859936,Good,New,Good,1
Van,79566,Good,4,6,Diesel,Automatic,1000,79190,2024-02-13,2025-09-10,Second,18999,1,2,10.86702207,Good,Worn Out,Weak,1
Car,48607,Poor,0,6,Diesel,Automatic,2500,3811,2023-12-06,2025-02-16,First,16071,1,3,17.07073475,Worn Out,Worn Out,Weak,1
Car,40455,Poor,2,2,Petrol,Manual,1500,129619,2023-10-17,2025-12-02,First,10575,6,2,15.91919475,Worn Out,Good,Good,1
Bus,65491,Poor,0,2,Electric,Manual,1500,97698,2023-04-27,2024-07-10,First,22770,8,0,19.14865757,Worn Out,Good,Weak,1
Bus,72363,Good,3,10,Petrol,Manual,2000,12619,2023-08-31,2025-09-13,Third,21239,5,3,19.97640289,Good,Worn Out,New,1
Suv,74742,Good,1,10,Electric,Automatic,2500,5390,2023-04-22,2024-12-21,Third,12496,2,2,10.9451466,Worn Out,New,Good,0
Suv,35869,Poor,0,10,Electric,Automatic,1000,112532,2023-11-11,2024-07-25,First,27019,10,1,15.96129931,New,Good,New,0
Bus,31889,Good,1,4,Diesel,Manual,1500,111779,2023-10-28,2025-11-20,First,17219,7,2,15.55700836,Worn Out,Worn Out,Weak,1
Van,48315,Poor,2,1,Electric,Automatic,1500,91288,2023-11-08,2025-03-19,Third,23003,9,0,14.95178597,Worn Out,New,Weak,1
Motorcycle,69655,Poor,1,6,Petrol,Automatic,2500,34761,2023-04-24,2025-06-20,Third,29639,4,1,13.0630731,New,New,Good,0
Motorcycle,66919,Poor,2,1,Electric,Automatic,800,71344,2023-09-08,2024-06-19,First,8142,3,1,12.75120005,New,Worn Out,Weak,1
Suv,46572,Good,4,4,Diesel,Manual,1000,11999,2023-05-31,2025-02-13,First,12295,7,3,14.45424716,New,Worn Out,New,1
Bus,61767,Good,0,9,Diesel,Manual,2500,146751,2023-05-17,2026-03-22,Second,6406,1,2,13.51039566,New,New,Weak,1
Suv,46961,Good,3,3,Diesel,Automatic,2000,29921,2023-12-19,2026-02-21,First,14159,10,2,13.59088273,Good,Worn Out,Weak,1
Car,34265,Average,5,9,Diesel,Automatic,2500,78849,2024-02-19,2024-10-11,First,7350,4,2,15.6368569,Good,Worn Out,Weak,1
Suv,56822,Good,3,8,Electric,Automatic,2500,61851,2023-11-10,2025-08-18,Third,19483,7,3,18.25636391,New,Good,Weak,1
Motorcycle,47849,Average,3,7,Petrol,Manual,800,49968,2023-05-03,2025-03-13,Third,10401,7,3,14.75537824,New,Worn Out,Weak,1
Car,31812,Good,3,4,Petrol,Manual,800,51395,2023-07-23,2025-05-16,Second,8527,3,3,16.55546471,Good,Good,New,0
Truck,57664,Good,1,9,Electric,Automatic,2000,113094,2024-02-19,2025-02-20,Second,19047,5,1,13.16655278,Worn Out,Worn Out,Weak,1
Bus,41648,Good,0,4,Diesel,Automatic,800,54184,2023-08-26,2024-09-26,Third,18972,6,1,15.38234254,Good,New,New,0
Van,33720,Good,4,9,Electric,Automatic,800,125433,2023-07-31,2025-01-07,First,26891,7,2,14.00163462,Good,New,Weak,1
Car,35385,Average,5,1,Petrol,Manual,2500,99206,2023-12-29,2024-10-24,Third,24828,5,1,13.1716346,New,New,New,1
Suv,39278,Good,0,8,Electric,Automatic,800,21689,2023-08-08,2024-09-15,Third,18329,4,2,18.15126909,Good,Worn Out,New,1
Motorcycle,69134,Good,3,2,Petrol,Manual,800,105909,2023-10-18,2025-03-22,First,13055,1,0,17.05007855,Worn Out,Worn Out,Weak,1
Car,75559,Good,3,1,Diesel,Manual,1500,45691,2023-05-29,2025-11-12,Third,22893,2,3,16.06785996,Worn Out,Good,New,0
Suv,61659,Good,3,10,Diesel,Manual,2500,48651,2023-05-16,2025-07-12,First,7438,5,2,13.2875221,Good,Worn Out,Good,1
Suv,54008,Poor,5,1,Petrol,Automatic,2500,84750,2023-05-30,2025-09-03,Third,8852,1,0,11.34549303,Good,New,Good,1
Suv,54767,Poor,5,1,Electric,Manual,800,79653,2023-10-27,2025-06-25,Third,8348,6,1,18.22224501,New,Worn Out,New,1
Car,48837,Good,2,4,Electric,Manual,1500,39974,2023-06-12,2024-07-20,Second,28067,6,2,19.13252025,New,New,Weak,1
Bus,46124,Poor,0,5,Petrol,Manual,1000,133690,2023-07-19,2024-06-11,Third,15118,5,3,17.48054253,New,Worn Out,New,1
Motorcycle,56240,Poor,2,3,Petrol,Manual,1500,1731,2023-06-19,2025-04-21,Third,29082,2,0,12.82581081,New,New,Good,1
Van,56636,Poor,4,10,Electric,Manual,800,77305,2023-04-02,2026-01-19,First,24397,2,2,18.89111547,Worn Out,Good,New,1
Suv,38850,Poor,5,9,Electric,Automatic,1500,27244,2023-07-28,2026-03-09,Third,17807,3,1,16.01258234,Worn Out,Good,New,1
Van,52341,Good,4,9,Petrol,Automatic,800,80876,2024-02-14,2024-08-31,Third,9114,8,2,15.41448882,Worn Out,Good,Weak,1
Truck,37534,Average,3,2,Diesel,Automatic,800,49599,2023-07-17,2024-07-17,First,5628,9,1,15.56449163,Good,New,New,1
Van,51179,Average,0,1,Electric,Manual,1000,50801,2023-12-11,2025-03-05,First,21258,10,2,16.64150573,New,Worn Out,Weak,1
Van,48656,Poor,3,6,Diesel,Manual,1000,143695,2024-02-21,2025-12-02,Second,28078,3,3,10.49683933,Good,New,Good,1
Motorcycle,48379,Average,4,6,Petrol,Manual,800,77123,2023-08-12,2025-01-31,First,7285,4,2,13.42604617,Worn Out,Good,Good,1
Truck,78334,Poor,2,10,Diesel,Automatic,2500,131256,2023-08-05,2024-05-09,Third,18110,8,1,10.84484188,New,Good,Good,1
Bus,44543,Average,5,9,Diesel,Automatic,800,22433,2023-06-15,2025-07-30,Third,5824,4,1,17.66255953,Good,Worn Out,Weak,1
Car,33551,Average,2,10,Petrol,Manual,800,94870,2023-10-06,2024-08-13,First,14028,9,0,10.72255044,Good,Good,Good,0
Motorcycle,62227,Good,3,3,Petrol,Automatic,1000,85146,2023-07-12,2025-10-24,Third,12438,5,1,17.40027689,New,Good,New,0
Suv,77215,Average,4,2,Petrol,Manual,2500,88402,2023-07-20,2025-04-18,First,28357,3,0,12.14411384,Worn Out,Good,Weak,1
Bus,44427,Poor,3,7,Electric,Manual,2500,56062,2024-02-21,2024-06-20,Third,16156,10,3,15.69500176,Worn Out,Worn Out,Weak,1
Bus,45379,Good,3,9,Diesel,Manual,2500,127600,2023-04-11,2024-10-25,First,12485,9,3,19.42908184,Good,Good,Good,1
Van,51540,Good,0,9,Diesel,Manual,1000,31455,2024-01-25,2025-08-24,First,18962,4,3,14.7496053,Worn Out,Worn Out,Weak,1
Suv,64501,Average,5,10,Diesel,Manual,2000,118680,2023-11-01,2026-02-13,Second,5487,3,3,13.43508444,Worn Out,Good,Weak,1
Bus,70481,Good,3,6,Petrol,Automatic,2500,7661,2023-04-07,2024-10-02,First,11245,10,2,12.19004905,Worn Out,Worn Out,Good,1
Car,70728,Good,1,8,Diesel,Manual,1500,21016,2023-04-11,2024-08-18,Second,9246,7,0,13.92536604,Worn Out,Worn Out,New,1
Car,41427,Good,4,5,Diesel,Manual,2000,57486,2023-05-15,2025-02-06,First,5467,4,3,14.71350731,Good,Good,New,1
Bus,55640,Good,4,9,Petrol,Automatic,1000,120690,2023-11-13,2024-10-20,First,28822,4,0,12.42259914,New,Worn Out,New,1
Suv,74776,Poor,5,8,Electric,Automatic,800,141556,2023-05-06,2025-02-28,Third,11601,8,1,11.47816929,Worn Out,New,Good,1
Car,51627,Good,0,7,Petrol,Automatic,2000,71459,2023-12-05,2024-05-29,Second,15323,1,2,19.87904458,Good,New,New,0
Bus,53957,Average,0,10,Electric,Manual,800,29198,2023-12-12,2025-07-22,Second,5977,4,2,19.29277736,Good,Worn Out,New,1
Motorcycle,46834,Average,5,3,Diesel,Automatic,1500,134339,2023-10-01,2025-09-20,Second,28638,4,2,10.6232724,Worn Out,Good,New,1
Van,60842,Good,4,5,Diesel,Automatic,800,119713,2023-08-29,2024-06-22,Second,9172,3,3,13.72144041,Good,Worn Out,Weak,1
Motorcycle,64419,Average,0,6,Petrol,Manual,2000,30753,2024-01-18,2025-12-30,Second,18089,9,2,18.99837567,New,New,New,1
Car,61620,Good,1,8,Diesel,Manual,1000,8356,2023-10-01,2025-08-16,First,9644,3,2,11.82086376,Good,Good,Weak,1
Bus,79545,Poor,3,7,Electric,Manual,2500,12794,2023-11-27,2025-07-06,First,20069,3,3,13.53753737,Good,New,New,1
Bus,78258,Good,4,9,Petrol,Manual,2500,68127,2023-04-11,2024-06-21,First,23518,3,0,16.35121244,Worn Out,Good,New,1
Van,68942,Average,2,7,Diesel,Manual,800,98254,2023-05-06,2025-04-28,First,20615,3,0,16.48407667,New,New,Good,0
Van,37765,Good,0,4,Petrol,Automatic,2500,94337,2023-08-01,2024-12-13,First,13406,5,0,12.26421417,New,Worn Out,Good,1
Truck,72750,Poor,4,9,Diesel,Automatic,800,86165,2023-08-19,2025-03-10,First,16500,4,2,14.35256937,Worn Out,Good,New,1
Van,58052,Good,3,6,Diesel,Manual,800,33130,2023-08-03,2026-01-01,Second,20808,6,0,15.23577019,New,Worn Out,Good,1
Motorcycle,78937,Poor,2,4,Petrol,Automatic,800,60589,2023-07-07,2024-07-29,First,7736,5,3,12.41208775,New,Good,Weak,1
Suv,57456,Poor,4,3,Diesel,Manual,800,52550,2023-08-27,2025-03-02,Second,14426,6,2,18.80616302,New,Worn Out,Weak,1
Motorcycle,73123,Poor,5,4,Electric,Manual,1000,81176,2023-09-24,2025-04-29,Third,8134,3,2,16.65610902,Good,New,Good,1
Van,77642,Good,5,7,Electric,Manual,1000,44365,2024-01-30,2024-10-22,Third,5773,8,0,19.93655628,Worn Out,New,Good,1
