OBD_Code,Description,Description_Length,Prefix
P2C3D,Cylinder Head Temperature Sensor A/B Correlation,48,P2
P2C3E,Fan 4 Control Circuit,21,P2
P2C3F,Fan 4 Control Circuit Low,25,P2
P2C40,Fan 4 Control Circuit High,26,P2
P2C41,Fan 3 Performance/Stuck Off,27,P2
P2C42,Fan 4 Performance/Stuck Off,27,P2
P2C43,Battery Isolation/Voltage Stabilization Control Circuit,55,P2
P2C44,Battery Isolation/Voltage Stabilization Control Circuit Performance,67,P2
P2C45,Battery Isolation/Voltage Stabilization Control Circuit Low,59,P2
P2C46,Battery Isolation/Voltage Stabilization Control Circuit High,60,P2
P2C47,Battery Isolation/Voltage Stabilization Control Circuit Intermittent,68,P2
P2C48,Coolant Pump C Control Circuit Performance/Stuck Off,52,P2
P2C49,Coolant Pump D Control Circuit Performance/Stuck Off,52,P2
P2C4A,Clutch Actuator Position Sensor Circuit,39,P2
P2C4B,Clutch Actuator Position Sensor Circuit Range/Performance,57,P2
P2C4C,Clutch Actuator Position Sensor Circuit Low,43,P2
P2C4D,Clutch Actuator Position Sensor Circuit High,44,P2
P2C4E,Clutch Actuator Position Sensor Circuit Intermittent/Erratic,60,P2
P2C4F,Clutch Actuator Performance,27,P2
P2C50,Clutch Pedal Position Sensor A/Clutch Actuator Position Sensor Correlation,74,P2
P2C51,Fuel Level Sensor A/B Correlation,33,P2
P2C52,Cylinder 1 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C53,Cylinder 1 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C54,Cylinder 2 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C55,Cylinder 2 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C56,Cylinder 3 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C57,Cylinder 3 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C58,Cylinder 4 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C59,Cylinder 4 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C5A,Cylinder 5 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C5B,Cylinder 5 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C5C,Cylinder 6 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C5D,Cylinder 6 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C5E,Cylinder 7 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C5F,Cylinder 7 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C60,Cylinder 8 Fuel Injector B Offset Learning At Min Limit,55,P2
P2C61,Cylinder 8 Fuel Injector B Offset Learning At Max Limit,55,P2
P2C62,O2 Sensor Pumping Current Trim Circuit/Open Bank 1 Sensor 3,59,P2
P2C63,O2 Sensor Pumping Current Trim Circuit Low Bank 1 Sensor 3,58,P2
P2C64,O2 Sensor Pumping Current Trim Circuit High Bank 1 Sensor 3,59,P2
P2C65,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 3,58,P2
P2C66,Hybrid/EV Electronics Coolant Pump A Underspeed,47,P2
P2C67,Hybrid/EV Electronics Coolant Pump A Overspeed,46,P2
P2C68,Hybrid/EV Electronics Coolant Pump A Stuck/Stalled,50,P2
P2C69,Drive Motor “A” Phase X Current,31,P2
P2C6A,Drive Motor “A” Phase X Current Low,35,P2
P2C6B,Drive Motor “A” Phase X Current High,36,P2
P2C6C,Drive Motor “A” Phase Y Current,31,P2
P2C6D,Drive Motor “A” Phase Y Current Low,35,P2
P2C6E,Drive Motor “A” Phase Y Current High,36,P2
P2C6F,Drive Motor “A” Phase Z Current,31,P2
P2C70,Drive Motor “A” Phase Z Current Low,35,P2
P2C71,Drive Motor “A” Phase Z Current High,36,P2
P2C72,Hybrid/EV Electronics Cooling System Performance,48,P2
P2C73,Active Grille Air Shutter C Stuck On,36,P2
P2C74,Active Grille Air Shutter C Control Circuit Range/Performance,61,P2
P2C75,Active Grille Air Shutter Module C Over Temperature,51,P2
P2C76,Active Grille Air Shutter D Stuck On,36,P2
P2C77,Active Grille Air Shutter D Control Circuit Range/Performance,61,P2
P2C78,Active Grille Air Shutter Module D Over Temperature,51,P2
P2C79,NOx Adsorber - Sulfur Limit Exceeded,36,P2
P2C7A,SCR NOx Catalyst Efficiency Below Threshold Bank 1 Catalyst 2,61,P2
P2C7B,Turbocharger Turbine Inlet Valve Control Performance,52,P2
P2C7C,Turbocharger Turbine Inlet Valve Supply Circuit Low,51,P2
P2C7D,Turbocharger Turbine Inlet Valve Motor Driver High Current,58,P2
P2C7E,Turbocharger Turbine Inlet Valve Motor Driver Overtemperature,61,P2
P2C7F,Turbocharger Turbine Inlet Valve Position Sensor Exceeded Learning Limit,72,P2
P2C80,AIR System Pump Overspeed Bank 1,32,P2
P2C81,AIR System Pump Overtemperature Bank 1,38,P2
P2C82,AIR System Pump Supply Voltage Circuit Bank 1,45,P2
P2C83,Cold Start Shift Time Too Short,31,P2
P2C84,Cold Start Shift Time Too Long,30,P2
P2C85,Hybrid/EV Battery Voltage External Isolation Fault,50,P2
P2C86,Hybrid/EV Battery Voltage Internal Isolation Warning,52,P2
P2C87,Hybrid/EV Battery Voltage External Isolation Warning,52,P2
P2C88,Hybrid/EV Battery Voltage System Isolation Warning,50,P2
P2C89,Hybrid/EV Battery System Precharge Current Too High,51,P2
P2C8A,Hybrid/EV Battery Interface Control Module A Performance,56,P2
P2C8B,Hybrid/EV Battery Interface Control Module B Performance,56,P2
P2C8C,DC/DC Converter Temperature Sensor D Circuit,44,P2
P2C8D,DC/DC Converter Temperature Sensor D Circuit Range/Performance,62,P2
P2C8E,DC/DC Converter Temperature Sensor D Circuit Low,48,P2
P2C8F,DC/DC Converter Temperature Sensor D Circuit High,49,P2
P2C90,Crankcase Ventilation System - Hose A Disconnected,50,P2
P2C91,Crankcase Ventilation System - Hose B Disconnected,50,P2
P2C92,Hybrid/EV Battery Contactor Control Supply Circuit/Open,55,P2
P2C93,Hybrid/EV Battery Contactor Control Supply Circuit Range/Performance,68,P2
P2C94,Hybrid/EV Battery Contactor Control Supply Circuit Low,54,P2
P2C95,Hybrid/EV Battery Contactor Control Supply Circuit High,55,P2
P2C96,Hybrid/EV Battery Disable Circuit/Open,38,P2
P2C97,Hybrid/EV Battery Disable Circuit Low,37,P2
P2C98,Hybrid/EV Battery Disable Circuit High,38,P2
P2C99,Throttle Actuator A Control Exceeded Learning Limit,51,P2
P2C9A,Throttle Actuator B Control Exceeded Learning Limit,51,P2
P2C9B,Cold Start Turbocharger/Supercharger Wastegate Actuator A Range/Performance,75,P2
P2C9C,Cold Start Turbocharger/Supercharger Wastegate Actuator B Range/Performance,75,P2
P2C9D,Fuel Pressure Regulator C Exceeded Control Limits - Pressure Too High,69,P2
P2C9E,Fuel Pressure Regulator C Exceeded Control Limits - Pressure Too Low,68,P2
P2C9F,Fuel Pressure Regulator D Exceeded Control Limits - Pressure Too High,69,P2
P2CA0,Fuel Pressure Regulator D Exceeded Control Limits - Pressure Too Low,68,P2
P2CA1,Charge Air Cooler Coolant Pump Sense Circuit High,49,P2
P2CA2,Charge Air Cooler Coolant Pump Sense Circuit Low,48,P2
P2CA3,Charge Air Cooler Coolant Pump Sense Circuit Performance,56,P2
P2CA4,Particulate Filter Pressure Sensor Signals Swapped A/B,54,P2
P2CA5,DC/DC Converter Temperature Sensor E Circuit,44,P2
P2CA6,DC/DC Converter Temperature Sensor E Circuit Low,48,P2
P2CA7,DC/DC Converter Temperature Sensor E Circuit High,49,P2
P2CA8,DC/DC Converter Temperature Sensor E Circuit Range/Performance,62,P2
P2CA9,DC/DC Converter Temperature Sensor F Circuit,44,P2
P2CAA,DC/DC Converter Temperature Sensor F Circuit Low,48,P2
P2CAB,DC/DC Converter Temperature Sensor F Circuit High,49,P2
P2CAC,DC/DC Converter Temperature Sensor F Circuit Range/Performance,62,P2
P2CAD,Charge Air Cooler Coolant Pump B Control Circuit/Open,53,P2
P2CAE,Charge Air Cooler Coolant Pump B Control Circuit Low,52,P2
P2CAF,Charge Air Cooler Coolant Pump B Control Circuit High,53,P2
P2CB0,Charge Air Cooler Coolant Pump B Performance,44,P2
P2CB1,Charge Air Cooler Coolant Pump B Overspeed/Air In System,56,P2
P2CB2,Charge Air Cooler Coolant Pump B Underspeed,43,P2
P2CB3,Charge Air Cooler Coolant Pump B Stuck/Stalled,46,P2
P2CB4,Charge Air Cooler Coolant Pump B Supply Voltage Circuit,55,P2
P2CB5,Charge Air Cooler Coolant Pump B Control Module Overtemperature,63,P2
P2CB6,Turbocharger/Supercharger B Boost System Performance,52,P2
P2CB7,Turbocharger/Supercharger Boost Pressure B Not Detected – Mechanical,68,P2
P2CB8,Turbocharger/Supercharger Boost Pressure B Too High – Mechanical,64,P2
P2CB9,Fan 2 Underspeed,16,P2
P2CBA,Fan 2 Overspeed,15,P2
P2CBB,Fan 3 Underspeed,16,P2
P2CBC,Fan 3 Overspeed,15,P2
P2CBD,PCV Heater “B” Control Circuit /Open,36,P2
P2CBE,PCV Heater “B” Control Circuit High,35,P2
P2CBF,PCV Heater “B” Control Circuit Low,34,P2
P2CC0,PCV Heater “B” Performance,26,P2
P2CC1,Generator Voltage Sense Circuit B,33,P2
P2CC2,Generator Voltage Sense Circuit B Range/Performance,51,P2
P2CC3,Generator Voltage Sense Circuit B Low,37,P2
P2CC4,Generator Voltage Sense Circuit B High,38,P2
P2CC5,Generator Inverter Power Supply B Circuit/Open,46,P2
P2CC6,Generator Inverter Power Supply B Circuit Low,45,P2
P2CC7,Generator Inverter Power Supply B Circuit High,46,P2
P2CC8,Coolant Pump Speed Sensor Circuit,33,P2
P2CC9,Coolant Pump Speed Sensor Range/Performance,43,P2
P2CCA,Coolant Pump Speed Sensor Circuit Low,37,P2
P2CCB,Coolant Pump Speed Sensor Circuit High,38,P2
P2CCC,Hybrid/EV Battery Pack G Deterioration,38,P2
P2CCD,Hybrid/EV Battery Pack H Deterioration,38,P2
P2CCE,Hybrid/EV Battery Pack I Deterioration,38,P2
P2CCF,Hybrid/EV Battery Pack J Deterioration,38,P2
P2CD0,Hybrid/EV Battery Pack K Deterioration,38,P2
P2CD1,Hybrid/EV Battery Pack L Deterioration,38,P2
P2CD2,Hybrid/EV Battery Pack M Deterioration,38,P2
P2CD3,Hybrid/EV Battery Pack N Deterioration,38,P2
P2CD4,A/C Refrigerant Pressure Sensor A/B Correlation,47,P2
P2CD5,Turbocharger/Supercharger Bypass Valve C Stuck,46,P2
P2CD6,Turbocharger/Supercharger Boost Sensor D Circuit,48,P2
P2CD7,Turbocharger/Supercharger Boost Sensor D Circuit Range/Performance,66,P2
P2CD8,Turbocharger/Supercharger Boost Sensor D Circuit Low,52,P2
P2CD9,Turbocharger/Supercharger Boost Sensor D Circuit High,53,P2
P2CDA,Alternative Fuel Tank A Vacuum Insulation Deteriorated,54,P2
P2CDB,Cold Start Cylinder 1 Deactivation/Intake Valve Control Performance,67,P2
P2CDC,Cold Start Cylinder 2 Deactivation/Intake Valve Control Performance,67,P2
P2CDD,Cold Start Cylinder 3 Deactivation/Intake Valve Control Performance,67,P2
P2CDE,Cold Start Cylinder 4 Deactivation/Intake Valve Control Performance,67,P2
P2CDF,Cold Start Cylinder 5 Deactivation/Intake Valve Control Performance,67,P2
P2CE0,Cold Start Cylinder 6 Deactivation/Intake Valve Control Performance,67,P2
P2CE1,Intake Air Heater C Circuit/Open,32,P2
P2CE2,Intake Air Heater C Circuit Range/Performance,45,P2
P2CE3,Intake Air Heater C Circuit Low,31,P2
P2CE4,Intake Air Heater C Circuit High,32,P2
P2CE5,Particulate Filter Pressure Sensor C Circuit,44,P2
P2CE6,Particulate Filter Pressure Sensor C Circuit Range/Performance,62,P2
P2CE7,Particulate Filter Pressure Sensor C Circuit Low,48,P2
P2CE8,Particulate Filter Pressure Sensor C Circuit High,49,P2
P2CE9,Particulate Filter Pressure Sensor C Circuit Intermittent/Erratic,65,P2
P2CEA,Particulate Filter Pressure Sensor D Circuit,44,P2
P2CEB,Particulate Filter Pressure Sensor D Circuit Range/Performance,62,P2
P2CEC,Particulate Filter Pressure Sensor D Circuit Low,48,P2
P2CED,Particulate Filter Pressure Sensor D Circuit High,49,P2
P2CEE,Particulate Filter Pressure Sensor D Circuit Intermittent/Erratic,65,P2
P2CEF,Auxiliary Thermostat A Stuck Open,33,P2
P2CF0,Auxiliary Thermostat A Stuck Closed,35,P2
P2CF1,Auxiliary Thermostat B Stuck Open,33,P2
P2CF2,Auxiliary Thermostat B Stuck Closed,35,P2
P2CF3,Hybrid/EV Battery Pack Coolant Pump A Underspeed,48,P2
P2CF4,Hybrid/EV Battery Pack Coolant Pump B Supply Voltage Circuit,60,P2
P2CF5,Hybrid/EV Battery Pack Coolant Pump B Stuck/Stalled,51,P2
P2CF6,Hybrid/EV Battery Pack Coolant Pump B Overspeed /Air in System,62,P2
P2CF7,Hybrid/EV Battery Pack Coolant Pump B Underspeed,48,P2
P2CF8,Engine Coolant Bypass Valve D Control Circuit Driver Current/Temperature Too High,81,P2
P2CF9,Belt Integrated Starter Generator Belt Tensioner Control Circuit/Open,69,P2
P2CFA,Belt Integrated Starter Generator Belt Tensioner Control Circuit Low,68,P2
P2CFB,Belt Integrated Starter Generator Belt Tensioner Control Circuit High,69,P2
P2CFC,A/C Clutch Control Circuit,26,P2
P2CFD,A/C Clutch Control Circuit Low,30,P2
P2CFE,A/C Clutch Control Circuit High,31,P2
P2CFF,A/C Clutch Control Circuit Driver Current/Temperature Too High,62,P2
P2D00,Motor Electronics Coolant Pump A Stuck/Stalled,46,P2
P2D01,Motor Electronics Coolant Pump A Overspeed/Air in System,56,P2
P2D02,Motor Electronics Coolant Pump A Underspeed,43,P2
P2D03,Motor Electronics Coolant Pump A Supply Voltage Circuit,55,P2
P2D04,Motor Electronics Coolant Pump A Control Module Overtemperature,63,P2
P2D05,Motor Electronics Coolant Pump B Stuck/Stalled,46,P2
P2D06,Motor Electronics Coolant Pump B Overspeed/Air in System,56,P2
P2D07,Motor Electronics Coolant Pump B Underspeed,43,P2
P2D08,Motor Electronics Coolant Pump B Supply Voltage Circuit,55,P2
P2D09,Motor Electronics Coolant Pump B Control Module Overtemperature,63,P2
P2D0A,Motor Electronics Coolant Pump C Stuck/Stalled,46,P2
P2D0B,Motor Electronics Coolant Pump C Overspeed/Air in System,56,P2
P2D0C,Motor Electronics Coolant Pump C Underspeed,43,P2
P2D0D,Motor Electronics Coolant Pump C Supply Voltage Circuit,55,P2
P2D0E,Motor Electronics Coolant Pump C Control Module Overtemperature,63,P2
P2D0F,Engine Pre-Ignition Above Threshold,35,P2
P2D10,Engine Pre-Ignition Above Threshold - Forced Limited Power,58,P2
P2D11,Exhaust Flow Control Valve A Position Not Learned,49,P2
P2D12,Exhaust Flow Control Valve B Position Not Learned,49,P2
P2D13,Exhaust Flow Control Valve C Control Circuit/Open,49,P2
P2D14,Exhaust Flow Control Valve C Control Circuit Low,48,P2
P2D15,Exhaust Flow Control Valve C Control Circuit High,49,P2
P2D16,Exhaust Flow Control Valve C Control Performance,48,P2
P2D17,Exhaust Flow Control Valve C Position Circuit,45,P2
P2D18,Exhaust Flow Control Valve C Position Circuit Range/Performance,63,P2
P2D19,Exhaust Flow Control Valve C Position Circuit Low,49,P2
P2D1A,Exhaust Flow Control Valve C Position Circuit High,50,P2
P2D1B,Exhaust Flow Control Valve C Position Not Learned,49,P2
P2D1C,Cold Start EGR A/B Ratio Performance,36,P2
P2D1D,Reductant System Leak Detected – Small Leak,43,P2
P2D1E,Reductant System Leak Detected – Large Leak,43,P2
P2D1F,Reductant System Flow – Restricted,34,P2
P2D20,Reductant System Flow – Blocked,31,P2
P2D21,Turbocharger Interstage Pressure Sensor A Circuit,49,P2
P2D22,Turbocharger Interstage Pressure Sensor A Circuit Range/Performance,67,P2
P2D23,Turbocharger Interstage Pressure Sensor A Circuit Low,53,P2
P2D24,Turbocharger Interstage Pressure Sensor A Circuit High,54,P2
P2D25,Turbocharger Interstage Pressure Sensor A Circuit Intermittent/Erratic,70,P2
P2D26,Coolant Pump E Control Circuit Performance/Stuck Off,52,P2
P2D27,Coolant Pump F Control Circuit Performance/Stuck Off,52,P2
P2D28,Cold Start Propulsion Torque Performance,40,P2
P2D29,A/C Compressor Motor Stalled,28,P2
P2D2A,Hybrid/EV Electronics Coolant Temperature Sensor A/B Correlation,64,P2
P2D2B,Hybrid/EV Battery Pack Coolant Temperature Sensor A/B Correlation,65,P2
P2D2C,Engine Coolant Temperature Measurement System - Multiple Sensor Correlation,75,P2
P2D2D,Cold Start Intake Manifold Runner Performance Bank 1,52,P2
P2D2E,Cold Start Intake Manifold Runner Performance Bank 2,52,P2
P2D2F,Cold Start Turbocharger/Supercharger A Underboost,49,P2
P2D30,Cold Start Turbocharger/Supercharger A Overboost,48,P2
P2D31,Intake Manifold Tuning Valve Exceeded Learning Limit Bank 1,59,P2
P2D32,Intake Manifold Tuning Valve Control Circuit Driver Current/Temperature Too High Bank 1,87,P2
P2D33,Hybrid/EV Battery Inductive Charger Control Module Processor Performance,72,P2
P2D34,Hybrid/EV Battery Inductive Charger Control Circuit Range/Performance,69,P2
P2D35,Hybrid/EV Battery Inductive Charging System High Voltage Interlock Circuit Performance,86,P2
P2D36,Hybrid/EV Battery Inductive Charger Output Voltage Performance,62,P2
P2D37,Hybrid/EV Battery Inductive Charger Input Circuit Range/Performance,67,P2
P2D38,Hybrid/EV Battery Pack Heater Performance,41,P2
P2D39,Forced Hybrid/EV Battery Disconnect,35,P2
P2D3A,Forced Hybrid/EV System Shutdown,32,P2
P2D3B,Hybrid/EV Discharge System Fault,32,P2
P2D3C,Cold Start Hybrid/EV Drive Motor Performance,44,P2
P2D3D,Cold Start Hybrid/EV Drive Motor Inverter Torque Performance,60,P2
P2D3E,Cold Start Hybrid/EV Battery Performance,40,P2
P2D3F,Hybrid/EV Battery Cooling System B Performance,46,P2
P2D40,Hybrid/EV Battery Cooling System C Performance,46,P2
P2D41,A/C Compressor Motor Voltage B Performance,42,P2
P2D42,A/C Compressor Motor Voltage B Low,34,P2
P2D43,A/C Compressor Motor Voltage B High,35,P2
P2D44,A/C Compressor Motor Performance,32,P2
P2D45,Reductant Temperature Too Low,29,P2
P2D46,Hybrid/EV Battery Pack B Over Temperature,41,P2
P2D47,Hybrid/EV Battery Pack C Over Temperature,41,P2
P2D48,Hybrid/EV Battery Pack D Over Temperature,41,P2
P2D49,Hybrid/EV Battery Pack E Over Temperature,41,P2
P2D4A,Hybrid/EV Battery Pack F Over Temperature,41,P2
P2D4B,Hybrid/EV Battery Pack G Over Temperature,41,P2
P2D4C,Hybrid/EV Battery Pack H Over Temperature,41,P2
P2D4D,Hybrid/EV Battery Pack I Over Temperature,41,P2
P2D4E,Hybrid/EV Battery Pack J Over Temperature,41,P2
P2D4F,Hybrid/EV Battery Pack K Over Temperature,41,P2
P2D50,Hybrid/EV Battery Pack L Over Temperature,41,P2
P2D51,Air Assisted Injector Control Circuit,37,P2
P2D52,Hybrid/EV Battery Pack Coolant Temperature Sensor C Circuit,59,P2
P2D53,Hybrid/EV Battery Pack Coolant Temperature Sensor C Circuit Range/Performance,77,P2
P2D54,Hybrid/EV Battery Pack Coolant Temperature Sensor C Circuit Low,63,P2
P2D55,Hybrid/EV Battery Pack Coolant Temperature Sensor C Circuit High,64,P2
P2D56,Hybrid/EV Battery Pack Coolant Temperature Sensor C Circuit Intermittent/Erratic,80,P2
P2D57,Generator B Control Circuit Range/Performance,45,P2
P2D58,Generator B Mechanical Performance,34,P2
P2D59,Generator B Over Temperature,28,P2
P2D5A,Reductant Level Sensor A/B Correlation,38,P2
P2D5B,Battery Charging System Positive Contactor C Circuit,52,P2
P2D5C,Battery Charging System Positive Contactor C Stuck Closed,57,P2
P2D5D,Battery Charging System Positive Contactor C Stuck Open,55,P2
P2D5E,Battery Charging System Positive Contactor C Control Circuit/Open,65,P2
P2D5F,Battery Charging System Positive Contactor C Control Circuit Range/Performance,78,P2
P2D60,Battery Charging System Positive Contactor C Control Circuit Low,64,P2
P2D61,Battery Charging System Positive Contactor C Control Circuit High,65,P2
P2D62,Battery Charging System Negative Contactor C Circuit,52,P2
P2D63,Battery Charging System Negative Contactor C Stuck Closed,57,P2
P2D64,Battery Charging System Negative Contactor C Stuck Open,55,P2
P2D65,Battery Charging System Negative Contactor C Control Circuit/Open,65,P2
P2D66,Battery Charging System Negative Contactor C Control Circuit Range/Performance,78,P2
P2D67,Battery Charging System Negative Contactor C Control Circuit Low,64,P2
P2D68,Battery Charging System Negative Contactor C Control Circuit High,65,P2
P2D69,Battery Charging System Positive Contactor D Circuit,52,P2
P2D6A,Battery Charging System Positive Contactor D Stuck Closed,57,P2
P2D6B,Battery Charging System Positive Contactor D Stuck Open,55,P2
P2D6C,Battery Charging System Positive Contactor D Control Circuit/Open,65,P2
P2D6D,Battery Charging System Positive Contactor D Control Circuit Range/Performance,78,P2
P2D6E,Battery Charging System Positive Contactor D Control Circuit Low,64,P2
P2D6F,Battery Charging System Positive Contactor D Control Circuit High,65,P2
P2D70,Battery Charging System Negative Contactor D Circuit,52,P2
P2D71,Battery Charging System Negative Contactor D Stuck Closed,57,P2
P2D72,Battery Charging System Negative Contactor D Stuck Open,55,P2
P2D73,Battery Charging System Negative Contactor D Control Circuit/Open,65,P2
P2D74,Battery Charging System Negative Contactor D Control Circuit Range/Performance,78,P2
