OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P28DE,Clutch B Pressure Sensor Circuit High,Manufacturer-Specific,Medium,Clutch B Pressure Sensor Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28DF,Clutch B Pressure Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Clutch B Pressure Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E0,Shift Motor Phase U-V-W Circuit Low,Manufacturer-Specific,Medium,Shift Motor Phase U-V-W Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E1,Shift Motor Phase U-V-W Circuit High,Manufacturer-Specific,Medium,Shift Motor Phase U-V-W Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E2,Shift Motor Phase U-V-W Circuit/Open,Manufacturer-Specific,Medium,Shift Motor Phase U-V-W Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E3,Shift Motor Phase U-V-W Performance,Manufacturer-Specific,Medium,Shift Motor Phase U-V-W Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E4,Shift Motor Driver Current/Temperature Too High,Manufacturer-Specific,Medium,Shift Motor Driver Current/Temperature Too High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E5,Shift Motor Performance,Manufacturer-Specific,Medium,Shift Motor Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E6,Shift Motor Overspeed,Manufacturer-Specific,High,Shift Motor Overspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E7,Shift Motor Position Sensor Circuit/Open,Manufacturer-Specific,Medium,Shift Motor Position Sensor Circuit/Open,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E8,Shift Motor Position Sensor Circuit High,Manufacturer-Specific,Medium,Shift Motor Position Sensor Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28E9,Shift Motor Position Sensor Circuit Low,Manufacturer-Specific,Medium,Shift Motor Position Sensor Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28EA,Shift Motor Position Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Shift Motor Position Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28EB,Shift Motor Position Not Learned,Manufacturer-Specific,Medium,Shift Motor Position Not Learned,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28EC,Shift Motor Position Sensor Exceeded Learning Limit,Manufacturer-Specific,Medium,Shift Motor Position Sensor Exceeded Learning Limit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28ED,Electric/Auxiliary Transmission Fluid Pump B Overspeed,Manufacturer-Specific,High,Electric/Auxiliary Transmission Fluid Pump B Overspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28EE,Electric/Auxiliary Transmission Fluid Pump B Underspeed,Manufacturer-Specific,Medium,Electric/Auxiliary Transmission Fluid Pump B Underspeed,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28EF,Engine Disconnect Clutch Actuator Performance/Stuck Off,Manufacturer-Specific,High,Engine Disconnect Clutch Actuator Performance/Stuck Off,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F0,Engine Disconnect Clutch Actuator Stuck On,Manufacturer-Specific,High,Engine Disconnect Clutch Actuator Stuck On,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F1,Engine Disconnect Clutch Pressure Sensor Circuit,Manufacturer-Specific,Medium,Engine Disconnect Clutch Pressure Sensor Circuit,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F2,Engine Disconnect Clutch Pressure Sensor Circuit Range/Performance,Manufacturer-Specific,Medium,Engine Disconnect Clutch Pressure Sensor Circuit Range/Performance,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F3,Engine Disconnect Clutch Pressure Sensor Circuit Low,Manufacturer-Specific,Medium,Engine Disconnect Clutch Pressure Sensor Circuit Low,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F4,Engine Disconnect Clutch Pressure Sensor Circuit High,Manufacturer-Specific,Medium,Engine Disconnect Clutch Pressure Sensor Circuit High,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F5,Engine Disconnect Clutch Pressure Sensor Circuit Intermittent/Erratic,Manufacturer-Specific,Medium,Engine Disconnect Clutch Pressure Sensor Circuit Intermittent/Erratic,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F6,Engine Disconnect Clutch Actuator Circuit Intermittent,Manufacturer-Specific,Medium,Engine Disconnect Clutch Actuator Circuit Intermittent,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F7,Exhaust Pressure Too High Bank 1,Manufacturer-Specific,Medium,Exhaust Pressure Too High Bank 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F8,Exhaust Pressure Too High Bank 2,Manufacturer-Specific,Medium,Exhaust Pressure Too High Bank 2,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28F9,Exhaust Pressure Too Low Bank 1,Manufacturer-Specific,Medium,Exhaust Pressure Too Low Bank 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P28FA,Exhaust Pressure Too Low Bank 2,Manufacturer-Specific,Medium,Exhaust Pressure Too Low Bank 2,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2A00,O2 Sensor Circuit Range/Performance Bank 1 Sensor 1,Manufacturer-Specific,Medium,O2 Sensor Circuit Range/Performance Bank 1 Sensor 1,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2A01,O2 Sensor Circuit Range/Performance Bank 1 Sensor 2,Manufacturer-Specific,Medium,O2 Sensor Circuit Range/Performance Bank 1 Sensor 2,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
P2A02,O2 Sensor Circuit Range/Performance Bank 1 Sensor 3,Manufacturer-Specific,Medium,O2 Sensor Circuit Range/Performance Bank 1 Sensor 3,Consult manufacturer service documentation for this proprietary code; inspect the specific system or component referenced in the fault description.
